kana,municipality,department,section,phone
サ,東区,東市税事務所,市民税係,072-287-8104
サ,西区,西市税事務所,市民税係,072-275-1905
サ,南区,南市税事務所,市民税係,072-290-1804
サ,北区,北市税事務所,市民税係,072-258-6714
サ,美原区,美原市税事務所,市民税係,072-361-1881
シ,四條畷市,税務課,課税担当,072-877-2121
シ,島本町,税務課,町民税係,075-962-5414
ス,吹田市,市民税課,市民税第1係,06-6384-1248
セ,摂津市,市民税課,市民税係,06-6383-1111
セ,泉南市,税務課,課税係,072-483-0001
タ,太子町,税務課,-,0721-98-5517
ダ,大東市,課税課,市民税グループ,072-870-0418
タ,高石市,税務課,市民税係,072-265-1001
タ,高槻市,市民税課,課税第1チーム,072-674-7132
タ,田尻町,税務課,課税係,072-466-5003
タ,忠岡町,税務課,町民税係,0725-22-1122
チ,千早赤阪村,税務課,村民税係,0721-72-0081
ト,豊中市,市民税課,課税総括グループ,06-6858-2136
ト,豊能町,財務課,税務グループ,072-739-3417
ト,富田林市,税務推進室,市民税係,0721-25-1000
ネ,寝屋川市,市民税課,個人市民税担当,072-824-1181
ノ,能勢町,住民課,税務係,072-734-0153
ハ,羽曳野市,税務課,市民税担当,072-958-1111
ハ,阪南市,税務課,市民税担当,072-471-5678
ヒ,東大阪市,市民税課,-,06-4309-3135
ヒ,枚方市,市民税課,市民税管理グループ,072-841-1221
フ,藤井寺市,税務課,市民税担当,072-939-1111
マ,松原市,課税課,市民税係,072-337-3120
ミ,岬町,税務課,課税係,072-492-2752
ミ,箕面市,税務課,市民税グループ,072-723-2121
モ,守口市,課税課,市民税係,06-6992-1221
ヤ,八尾市,市民税課,課税係,072-924-3822
ア,相生市,税務課,市民税係,0791-23-7128
ア,明石市,"財務部税務室
    市民税課",市民税第1係・市民税第2係,078-918-5013
ア,赤穂市,税務課,市民税係,0791-43-6803
ア,朝来市,税務課,市民税係,079-672-6119
ア,芦屋市,課税課,市民税担当,0797-38-2016
ア,尼崎市,税務部市民税担当,個人第1～第3 担当係,06-6489-6246
ア,淡路市,税務課,市民税係,0799-64-2505
イ,伊丹市,市民税課,-,072-784-8022
イ,市川町,税務課,町民税係,0790-26-1010
イ,猪名川町,生活部税務課,住民税担当,072-766-0001
イ,稲美町,税務課,住民税係,079-492-9132
オ,小野市,税務課,市民税係,"0794-63-1000
    （内線：583・584）"
カ,加古川市,市民税課,個人市民税係,079-427-9163
カ,加西市,財務部税務課,税制係,0790-42-8712
カ,加東市,税務課,住民税係,0795-43-0397
カ,神河町,税務課,住民税係,0790-34-0961
カ,上郡町,税務課,課税係,0791-52-1113
カ,香美町,税務課,課税係,0796-36-1113
カ,川西市,市民税課,-,072-740-1132
コ,神戸市,税制課,市民税係,078-322-6401
コ,東灘区,市税課,市民税係,078-841-4131
コ,灘区,市税課,市民税係,078-843-7001
コ,中央区,市税課,市民税係,078-232-4411
コ,兵庫区,市税課,市民税係,078-511-2111
コ,北区,市税課,市民税係,078-593-1111
コ,長田区,市税課,市民税係,078-579-2311
コ,須磨区,市税課,市民税係,078-731-4341
コ,垂水区,市税課,市民税係,078-708-5151
コ,西区,市税課,市民税係,078-929-0001
サ,篠山市,税務課,市民税係,079-552-1111
サ,佐用町,税務課,町民税係,0790-82-0662
サ,三田市,課税課,市民税係,079-559-5053
シ,宍粟市,税務課,市民税係,0790-62-2000
シ,新温泉町,税務課,住民税係,0796-82-3113
ス,洲本市,税務課,市民税係,0799-22-3321
タ,太子町,税務課,住民税係,079-277-1014
タ,高砂市,市民税課,市民税係,079-443-9015
タ,多可町,税務課,-,0795-32-2386
タ,宝塚市,市民税課,普通徴収担当,0797-77-2056
タ,たつの市,税務課,市民税係,0791-64-3145
タ,丹波市,税務課,市民税係,0795-82-1001
ト,豊岡市,税務課,市民税係,0796-21-9045
ニ,西宮市,市民税グループ,市民税第4チーム,0798-35-3214
ニ,西脇市,総務部税務課,課税担当,"0795-22-3111
    （内線：242)"
ハ,播磨町,税務グループ,住民税チーム,079-345-0358
ヒ,姫路市,主税課,税制担当,079-221-2247
フ,福崎町,税務課,住民税係,0790-22-0560
ミ,三木市,税務課,市民税グループ,"0794-82-2000
    （内線：2318）"
ミ,南あわじ市,税務課,市民税係,0799-43-5022
ヤ,養父市,税務課,市民税係,079-662-3164
ア,明日香村,住民課,税制グループ,0744-54-2001
ア,安堵町,税務課,住民税係,0743-57-1511
イ,斑鳩町,税務課,町民税係,0745-74-1001
イ,生駒市,市民税課,市民税係,0743-74-1111
ウ,宇陀市,税務課,住民税係,0745-82-8000
オ,王寺町,税務課,住民税係,0745-73-2001
オ,大淀町,税務課,住民税係,0747-52-5501
カ,香芝市,税務課,市民税係,0745-76-2001
カ,橿原市,市民税課,市民税係,0744-22-4001
カ,葛城市,税務課,市民税係,0745-69-3001
カ,上北山村,住民課,税務係,07468-2-0001
カ,河合町,税務課,住民税係,0745-57-0200
カ,川上村,総務課,税務係,0746-52-0111
カ,川西町,税務課,住民税係,0745-44-2211
カ,上牧町,税務課,住民税係,0745-76-1001
ク,黒滝村,住民課,税務グループ,0747-62-2031
コ,広陵町,税務課,民税係,0745-55-1001
ゴ,五條市,税務課,市民税係,0747-22-4001
ゴ,御所市,税務課,市民税係,0745-62-3001
サ,桜井市,税務課,市民税係,0744-42-9111
サ,三郷町,税務課,住民税係,0745-73-2101
シ,下市町,税務課,住民税係,0747-52-0001
シ,下北山村,住民課,税務係,07468-6-0001
ソ,曽爾村,税務課,住民税担当,0745-94-2101
タ,高取町,住民福祉課,税務グループ,0744-52-3334
タ,田原本町,税務課,課税係,0744-32-2901
テ,天川村,住民課,税務係,0747-63-0321
テ,天理市,税務課,市民税係,0743-63-1001
ト,十津川村,住民課,税務係,0746-62-0001
ナ,奈良市,市民税課,"市民税第1係
    市民税第2係",0742-34-1111
ノ,野迫川村,住民課,税務係,0747-37-2101
ヒ,東吉野村,税務保険課,税務係,0746-42-0441
ヘ,平群町,税務課,住民税係,0745-45-1001
ミ,御杖村,住民生活課,税務徴収グループ,0745-95-2001
ミ,三宅町,総務課,税務・収納グループ,0745-44-2001
ヤ,山添村,総務課,住民グループ,0743-85-0044
ヤ,大和郡山市,税務課,市民税係,0743-53-1151
ヤ,大和高田市,税務課,市民税係,0745-22-1101
ヨ,吉野町,町民税務課,住民税担当,0746-32-3081
ア,有田川町,税務課,町民税係,0737-52-2111
ア,有田市,税務課,課税係,"0737-83-1111
    （内線：233・235）"
イ,印南町,税務課,課税係,0738-42-1731
イ,岩出市,税務課,市民税係,"0736-62-2141
    （内線：141)"
ウ,海南市,税務課,住民諸税係,073-483-8416
カ,かつらぎ町,税務課,住民税係,"0736-22-0300
    （内線：2042)"
カ,上富田町,税務課,課税グループ,0739-47-0550
キ,北山村,総合政策課,税務係,0735-49-2331
キ,紀の川市,市民税課,－,0736-77-2511
キ,紀美野町,税務課,町県民税係,073-489-5905
ク,串本町,税務課,住民税係,"0735-62-0555
    （内線：108）"
ク,九度山町,税務課,第1係,0736-54-2019
コ,高野町,総務課,税務係,"0736-56-3000
    （内線：151)"
コ,古座川町,財政課,町県民税係,0735-72-0180
ゴ,御坊市,税務課,市民税係,0738-23-5504
シ,白浜町,税務課,課税係,0739-43-5555
シ,新宮市,税務課,市民税係,0735-23-3333
ス,すさみ町,税務課,－,0739-55-4800
タ,太地町,総務課,財政係,0735-59-2335
タ,田辺市,税務課,市民税係,0739-26-9920
ナ,那智勝浦町,税務課,課税係,0735-52-0555
ハ,橋本市,税務課,市民税係,0736-33-1111
ヒ,日高川町,住民課,税務グループ,0738-22-8841
ヒ,日高町,税務課,住民税担当,0738-63-3802
ヒ,広川町,住民生活課,税務係,"0737-63-1122
    （内線：153）"
ミ,みなべ町,税務課,住民税係,0739-72-2162
ミ,美浜町,税務課,住民税係,0738-23-4903
ユ,湯浅町,税務課,課税係,0737-64-1106
ユ,由良町,税務課,－,0738-65-1802
ワ,和歌山市,市民税課,"市民税第1班
    市民税第2班
    市民税第3班",073-435-1036
イ,岩美町,財務課,課税係,0857-73-1413
ク,倉吉市,税務課,市民税係,0858-22-8114
コ,江府町,町民課,－,0859-75-3223
コ,琴浦町,税務課,課税係,0858-52-1702
サ,境港市,税務課,市民税係,0859-47-1017
ダ,大山町,税務課,－,0859-54-5208
チ,智頭町,税務住民課,税務室,0858-75-4117
ト,鳥取市,市民税課,市民税第一係,0857-20-3414
ナ,南部町,税務課,－,0859-66-4802
ニ,日南町,住民課,町民室,0859-82-1112
ヒ,日吉津村,住民課,－,0859-27-5951
ヒ,日野町,住民課,税務係,0859-72-0333
ホ,伯耆町,住民生活課,税務室,0859-68-3114
ホ,北栄町,税務課,賦課徴収係,0858-37-5865
ミ,三朝町,税務課,税務室,0858-43-3506
ヤ,八頭町,税務課,賦課係,0858-76-0204
ユ,湯梨浜町,町民課,賦課徴収係,0858-35-3116
ヨ,米子市,課税課,市民税係,0859-23-5114
ワ,若桜町,税務課,賦課徴収係,0858-82-2234
ア,海士町,生活環境課,税務国保係,08512-2-0858
イ,飯南町,住民課,税務保険担当,0854-76-2213
イ,出雲市,市民税課,市民税係,0853-21-6523
ウ,雲南市,税務課,市民税グループ,0854-40-1034
オ,邑南町,町民課,第1町民税係,0855-95-1114
オ,大田市,税務課,市民税係,"0854-82-1600
    （内線：134・135）"
オ,隠岐の島町,税務課,住民税係,08512-2-8574
オ,奥出雲町,税務課,税務係,0854-52-2671
カ,川本町,住民課,税務係,0855-72-0632
ゴ,江津市,税務課,課税係,"0855-52-2501
    （内線：1213・1214）"
チ,知夫村,企画財政課,税務財政係,08514-8-2211
ツ,津和野町,行財政対策課,賦課徴収係,0856-74-0069
ニ,西ノ島町,住民生活課,税務国保係,08514-6-0103
ハ,浜田市,税務課,市民税係,"0855-22-2612
    （内線：232・235）"
ヒ,東出雲町,町民課,税務・徴収 グループ,0852-52-6719
ヒ,斐川町,税務課,住民税係,0853-73-9121
マ,益田市,税務課,市民税係,0856-31-0609
マ,松江市,市民税課,"市民税第一係
    市民税第二係",0852-55-5151
ミ,美郷町,財務課,税務係,0855-75-1212
ヤ,安来市,税務課,市民税係,0854-23-3040
ヨ,吉賀町,税務課,－,0856-77-1187
ア,赤磐市,税務課,市民税係,086-955-0951
ア,浅口市,税務課,住民税係,0865-44-9040
イ,井原市,税務課,市民税係,0866-62-9510
オ,岡山市,市民税課,-,086-803-1169
カ,鏡野町,税務課,税務係,0868-54-2985
カ,笠岡市,税務課,市民税グループ,0865-69-2116
キ,吉備中央町,税務課,課税係,0866-54-1315
ク,久米南町,税務課,-,0867-28-2113
ク,倉敷市,市民税課,-,086-426-3181
サ,里庄町,税務課,-,0865-64-3113
シ,勝央町,税務住民部,税務班,0868-38-3114
シ,新庄村,総務企画課,-,0867-56-2627
セ,瀬戸内市,税務課,市民税係,0869-22-1114
ソ,総社市,課税課,市民税係,0866-92-8234
タ,高梁市,税務課,市民税係,0866-21-0214
タ,玉野市,税務課,市民税係,0863-32-5510
ツ,津山市,課税課,市民税係,0868-32-2015
ナ,奈義町,税務住民課,税務係,0868-36-4112
ニ,新見市,税務課,市民税係,0867-72-6117
ニ,西粟倉村,総務企画課,-,0868-79-2111
ハ,早島町,税務課,-,086-482-2484
ビ,備前市,税務課,課税係,0869-64-1815
マ,真庭市,税務課,住民税係,0867-42-1114
ミ,美咲町,税務課,-,0868-66-1113
ミ,美作市,税務課,市民税係,0868-72-0927
ヤ,矢掛町,町民課,住民税係,0866-82-1011
ワ,和気町,税務課,課税係,0869-93-1124
ア,安芸太田町,税務課,-,0826-28-2114
ア,安芸高田市,市民生活部税務課,市民税グループ,0826-42-5614
エ,江田島市,市民生活部税務課,-,0823-40-2765
オ,大崎上島町,税務課,賦課係,0846-65-3114
オ,大竹市,市民生活部税務課,市民税係,0827-59-2128
オ,尾道市,企画財務部市民税課,市民税係,0848-25-7154
カ,海田町,総務部税務課,町民税係,082-823-9204
キ,北広島町,税務課,-,0826-72-0852
ク,熊野町,総務部税務課,町民税グループ,082-820-5603
ク,呉市,財務部市民税課,市民税係,0823-25-3193
サ,坂町,税務課,町民税係,082-820-1503
シ,庄原市,総務部税務課,市民税係,0824-73-1146
ジ,神石高原町,住民課,税務係,0847-89-3334
セ,世羅町,税務課,町民税係,0847-22-5300
タ,竹原市,総務部税務課,市民税係,0846-22-7732
ハ,廿日市市,総務部市民税課,市民税係,0829-30-9113
ヒ,東広島市,総務部市民税課,-,082-420-0910
ヒ,広島市,税務部,市民税係,082-504-2089
ヒ,中区,市民部課税課,市民税係,082-504-2564
ヒ,東区,市民部課税課,市民税係,082-568-7719
ヒ,南区,市民部課税課,市民税係,082-250-8951
ヒ,西区,市民部課税課,市民税係,082-532-0942
ヒ,安佐南区,市民部課税課,市民税係,082-831-4935
ヒ,安佐北区,市民部課税課,市民税係,082-819-3917
ヒ,安芸区,市民部課税課,市民税係,082-821-4916
ヒ,佐伯区,市民部課税課,市民税係,082-943-9719
フ,福山市,財政局税務部市民税課,-,084-928-1020
フ,府中市,総務部　税務課,市民税係,0847-43-7121
フ,府中町,総務部　税務課,町民税係,082-286-3143
ミ,三原市,財務部　市民税課,市民税係,0848-67-6031
ミ,三次市,財務部　課税室,市民税グループ,0824-62-6122
ア,阿東町,税務課,税務班,083-956-0798
ア,阿武町,住民課,税務係,08388-2-0500
イ,岩国市,課税課,市民税係,0827-29-5054
ウ,宇部市,市民税課,市民税1係,0836-34-8187
カ,上関町,総務課,課税係,0820-62-0313
ク,下松市,税務課,市民税係,0833-45-1815
サ,山陽小野田市,税務課,市民税係,0836-82-1125
シ,下関市,市民税課,市民税係,0832-31-1916
シ,周南市,課税課,市民税担当,0834-22-8273
シ,秋芳町,税務課,住民税係,0837-62-1905
ス,周防大島町,税務課,課税第一班,0820-74-1008
タ,田布施町,税務課,課税係,0820-52-5804
ナ,長門市,税務課,市民税係,0837-23-1124
ハ,萩市,税務課,市民税係,0838-25-3136
ヒ,光市,税務課,市民税係,0833-72-1400
ヒ,平生町,税務課,課税班,0820-56-7114
ホ,防府市,財務部課税課,市民税係,0835-25-2170
ミ,美東町,税務課,税務係,08396-2-5002
ミ,美祢市,税務課,市民税係,0837-52-5234
ヤ,柳井市,税務課,市民税,"0820-22-2111
    （内線：133・134）"
ヤ,山口市,市民税課,市民税第一担当,083-934-2735
ワ,和木町,税務課,住民税係,0827-52-2193
ア,愛南町,税務課,住民税係,0895-72-1211
イ,伊方町,税務課,税制係,0894-38-0211
イ,今治市,市民税課,市民税係,0898-36-1510
イ,伊予市,税務課,市民・国保税担当,"089-982-1111
    （内線：531～534）"
ウ,内子町,住民福祉課,税務班,0893-44-2111
